,nation,player_name,team,url
13060,Denmark,Steffen Rasmussen,Troms©ª IL,https://www.fifaindex.com/player/120280/steffen-rasmussen/
13061,Finland,Otto Fredrikson,SC Paderborn,https://www.fifaindex.com/player/101344/otto-fredrikson/
13062,Germany,Michael Ratajczak,Burton Albion,https://www.fifaindex.com/player/101317/michael-ratajczak/
13063,England,Stephen Bywater,Port Vale,https://www.fifaindex.com/player/54008/stephen-bywater/
13064,England,Michael Tonge,Cambridge Utd,https://www.fifaindex.com/player/53842/michael-tonge/
13065,England,Jabo Ibehre,Kristiansund BK,https://www.fifaindex.com/player/19521/jabo-ibehre/
13066,Norway,Magne Hoseth,Oldham Athletic,https://www.fifaindex.com/player/18289/magne-hoseth/
13067,Republic of Ireland,Paul Green,SC Heerenveen,https://www.fifaindex.com/player/11811/paul-green/
13068,Netherlands,Jizz Hornkamp,FC Utrecht,https://www.fifaindex.com/player/241835/jizz-hornkamp/
13069,Netherlands,Rick van der Meer,1. FC K?ln,https://www.fifaindex.com/player/241819/rick-van-der-meer/
13070,Germany,Anas Ouahim,Lan?s,https://www.fifaindex.com/player/241741/anas-ouahim/
13071,Argentina,Joel Mart?nez,C?diz C.F.,https://www.fifaindex.com/player/241698/joel-mart%C3%ADnez/
13072,Spain,Manu Vallejo,Sassuolo,https://www.fifaindex.com/player/241686/manu-vallejo/
13073,Brazil,Rog?rio,Athletic Bilbao,https://www.fifaindex.com/player/241629/rog%C3%A9rio/
13074,Spain,Mu?oz,Melb. Victory,https://www.fifaindex.com/player/241586/mu%C3%B1oz/
13075,South Sudan,Kenny Athiu,Mar?timo,https://www.fifaindex.com/player/241502/kenny-athiu/
13076,Portugal,Cristiano Gomes,U.N.A.M.,https://www.fifaindex.com/player/241361/cristiano-gomes/
13077,Mexico,Bryan Silva,Kaizer Chiefs,https://www.fifaindex.com/player/241313/bryan-silva/
13078,South Africa,Yusuf Bunting,Independiente,https://www.fifaindex.com/player/241229/yusuf-bunting/
13079,,Ezequiel Denis,,https://www.fifaindex.com/player/241205/ezequiel-denis/
13080,Spain,Borja Estepa,C?rdoba CF,https://www.fifaindex.com/player/241169/borja-estepa/
13081,Spain,Fran Manzanera,Levante UD,https://www.fifaindex.com/player/241140/fran-manzanera/
13082,Nigeria,Jamilu Collins,SC Paderborn,https://www.fifaindex.com/player/241135/jamilu-collins/
13083,Iran,Reza Shekari,Rubin Kazan,https://www.fifaindex.com/player/241078/reza-shekari/
13084,Uruguay,Agust?n D?vila,Real Sociedad,https://www.fifaindex.com/player/241068/agust%C3%ADn-d%C3%A1vila/
13085,Argentina,Ryduan Palermo,Sarand?,https://www.fifaindex.com/player/241063/ryduan-palermo/
13086,Scotland,Ross Callachan,Hearts,https://www.fifaindex.com/player/241058/ross-callachan/
13087,Germany,Alexander Meyer,VfB Stuttgart,https://www.fifaindex.com/player/241050/alexander-meyer/
13088,Argentina,Franco Quiroz,Santa Fe,https://www.fifaindex.com/player/241029/franco-quiroz/
13089,Serbia,Sa?a Jovanovi?,C?rdoba CF,https://www.fifaindex.com/player/241011/sa%C5%A1a-jovanovi%C4%87/
13090,Ghana,Owusu Kwabena,Real Oviedo,https://www.fifaindex.com/player/240961/owusu-kwabena/
13091,Turkey,Canberk Ayd©¥n,Kayserispor,https://www.fifaindex.com/player/240905/canberk-ayd%C4%B1n/
13092,Germany,Nicolas Sessa,VfB Stuttgart,https://www.fifaindex.com/player/240891/nicolas-sessa/
13093,Netherlands,Hasan K©¥l©¥?,Osmanl©¥spor,https://www.fifaindex.com/player/240789/hasan-k%C4%B1l%C4%B1%C3%A7/
13094,Spain,V?ctor L?pez,Deport. Alav?s,https://www.fifaindex.com/player/240782/v%C3%ADctor-l%C3%B3pez/
13095,France,Over Mandanda,Giron. Bordeaux,https://www.fifaindex.com/player/240752/over-mandanda/
13096,France,Ga?tan Poussin,Giron. Bordeaux,https://www.fifaindex.com/player/240751/ga%C3%ABtan-poussin/
13097,Italy,Fabrizio Brignani,Bologna,https://www.fifaindex.com/player/240652/fabrizio-brignani/
13098,Portugal,Duarte Valente,Estoril Praia,https://www.fifaindex.com/player/240651/duarte-valente/
13099,Netherlands,Tijjani Reijnders,AZ,https://www.fifaindex.com/player/240638/tijjani-reijnders/
13100,Saudi Arabia,Ali Hassan Al Asmari,Al Ahli,https://www.fifaindex.com/player/240600/ali-hassan-al-asmari/
13101,Senegal,Ibrahima Wadji,Molde FK,https://www.fifaindex.com/player/240497/ibrahima-wadji/
13102,Senegal,Ibrahima Ndiaye,Randers FC,https://www.fifaindex.com/player/240484/ibrahima-ndiaye/
13103,Italy,Leonardo Candellone,Terni,https://www.fifaindex.com/player/240475/leonardo-candellone/
13104,Spain,Roger Figueras,Gimn?stic,https://www.fifaindex.com/player/240465/roger-figueras/
13105,France,M'Bala Nzola,Carpi,https://www.fifaindex.com/player/240452/mbala-nzola/
13106,Argentina,Maximiliano Cavallotti,Argentinos Jrs.,https://www.fifaindex.com/player/240449/maximiliano-cavallotti/
13107,Portugal,Diogo Sousa,V. Set?bal,https://www.fifaindex.com/player/240414/diogo-sousa/
13108,Argentina,Franco Bol?,Atl?tico Huila,https://www.fifaindex.com/player/240408/franco-bol%C3%B3/
13109,Argentina,Alan Robledo,Chacarita Juniors,https://www.fifaindex.com/player/240406/alan-robledo/
13110,Italy,Alessandro Polidori,Vercelli,https://www.fifaindex.com/player/240360/alessandro-polidori/
13111,Colombia,Jeider Riquett,La Equidad,https://www.fifaindex.com/player/240352/jeider-riquett/
13112,Spain,Sergi Gonz?lez,Atl?tico Madrid,https://www.fifaindex.com/player/240337/sergi-gonz%C3%A1lez/
13113,Italy,Johad Ferretti,Terni,https://www.fifaindex.com/player/240314/johad-ferretti/
13114,Argentina,Enzo Maidana,Incheon United,https://www.fifaindex.com/player/240308/enzo-maidana/
13115,Italy,Mattia Proietti,Pescara,https://www.fifaindex.com/player/240217/mattia-proietti/
13116,Norway,Torgil ¨ªwre Gjertsen,Kristiansund BK,https://www.fifaindex.com/player/240206/torgil-%C3%B8wre-gjertsen/
13117,Argentina,Daniel Opazo,Newell's,https://www.fifaindex.com/player/240188/daniel-opazo/
13118,Mexico,Diego Cort?s,Guadalajara,https://www.fifaindex.com/player/240178/diego-cort%C3%A9s/
13119,France,Rayane Aabid,Paris FC,https://www.fifaindex.com/player/240053/rayane-aabid/
13120,France,Souleymane Karamoko,Paris FC,https://www.fifaindex.com/player/240050/souleymane-karamoko/
13121,Bosnia Herzegovina,Eldar ?ivi?,Sparta Praha,https://www.fifaindex.com/player/240031/eldar-%C4%87ivi%C4%87/
13122,Tanzania,Faridi Mussa,CD Tenerife,https://www.fifaindex.com/player/240012/faridi-mussa/
13123,Spain,Javi Alonso,CD Tenerife,https://www.fifaindex.com/player/239986/javi-alonso/
13124,Germany,Nicolas K?hn,RB Leipzig,https://www.fifaindex.com/player/239977/nicolas-k%C3%BChn/
13125,Turkey,Recep G?l,Galatasaray,https://www.fifaindex.com/player/239889/recep-g%C3%BCl/
13126,Qatar,Hamza Sanhaji,KAS Eupen,https://www.fifaindex.com/player/239862/hamza-sanhaji/
13127,Sudan,Mohammed Sayed Al Dhaw,Ohod Club,https://www.fifaindex.com/player/239833/mohammed-sayed-al-dhaw/
13128,United States,Orrin McKinze Gaines,SV Darmstadt,https://www.fifaindex.com/player/239826/orrin-mckinze-gaines/
13129,France,Boubakary Soumar?,LOSC Lille,https://www.fifaindex.com/player/239817/boubakary-soumar%C3%A9/
13130,Madagascar,Zotsara Randriambololona,Antwerp,https://www.fifaindex.com/player/239815/zotsara-randriambololona/
13131,Germany,Lukas Watkowiak,SV Wehen,https://www.fifaindex.com/player/239746/lukas-watkowiak/
13132,Paraguay,Julio Villalba,Bor. M'gladbach,https://www.fifaindex.com/player/239741/julio-villalba/
13133,Brazil,Bruno,LASK Linz,https://www.fifaindex.com/player/239707/bruno/
13134,Turkey,Do?an Erdo?an,LASK Linz,https://www.fifaindex.com/player/239706/do%C4%9Fan-erdo%C4%9Fan/
13135,Congo,Merveille Biankadi,Rot-Wei©¬ Erfurt,https://www.fifaindex.com/player/239703/merveille-biankadi/
13136,Germany,Marvin Kleihs,W?rzburger Kickers,https://www.fifaindex.com/player/239702/marvin-kleihs/
13137,Germany,Fridolin Wagner,FSV Zwickau,https://www.fifaindex.com/player/239690/fridolin-wagner/
13138,Spain,Gerardo Jim?nez,Envigado,https://www.fifaindex.com/player/239663/gerardo-jim%C3%A9nez/
13139,Mexico,Brian Rubio,Tigres,https://www.fifaindex.com/player/239624/brian-rubio/
13140,Senegal,Moussa Diallo,KAS Eupen,https://www.fifaindex.com/player/239605/moussa-diallo/
13141,Austria,Patrick Puchegger,SK Sturm Graz,https://www.fifaindex.com/player/239582/patrick-puchegger/
13142,Germany,Marius Gr?sch,Carl Zeiss Jena,https://www.fifaindex.com/player/239565/marius-gr%C3%B6sch/
13143,Germany,Marco Kaffenberger,Werder Bremen II,https://www.fifaindex.com/player/239563/marco-kaffenberger/
13144,Germany,Maximilian Rossmann,Sportfreunde Lotte,https://www.fifaindex.com/player/239523/maximilian-rossmann/
13145,Germany,Kai Eisele,Hansa Rostock,https://www.fifaindex.com/player/239499/kai-eisele/
13146,Bulgaria,Bozhidar Kraev,FC Midtjylland,https://www.fifaindex.com/player/239458/bozhidar-kraev/
13147,Mexico,Alejandro Zamudio,U.N.A.M.,https://www.fifaindex.com/player/239457/alejandro-zamudio/
13148,Germany,Braydon Manu,Hallescher FC,https://www.fifaindex.com/player/239397/braydon-manu/
13149,Germany,Julian Chabot,Sparta R'dam,https://www.fifaindex.com/player/239340/julian-chabot/
13150,Portugal,Aylton Boa Morte,Estoril Praia,https://www.fifaindex.com/player/239186/aylton-boa-morte/
13151,Germany,Mike Owusu,Hansa Rostock,https://www.fifaindex.com/player/239174/mike-owusu/
13152,France,Nicolas Cozza,Montpellier HSC,https://www.fifaindex.com/player/239136/nicolas-cozza/
13153,Mexico,Alejandro Mayorga,Guadalajara,https://www.fifaindex.com/player/239127/alejandro-mayorga/
13154,Germany,Laurin von Piechowski,Chemnitzer FC,https://www.fifaindex.com/player/239094/laurin-von-piechowski/
13155,Germany,Stefan Schimmer,C?rdoba CF,https://www.fifaindex.com/player/239078/stefan-schimmer/
13156,Spain,Mena,Sivasspor,https://www.fifaindex.com/player/239066/mena/
13157,Turkey,Emre K©¥l©¥n?,Uni. de Chile,https://www.fifaindex.com/player/239045/emre-k%C4%B1l%C4%B1n%C3%A7/
13158,Chile,Gonzalo Collao,US Quevilly Rouen,https://www.fifaindex.com/player/239035/gonzalo-collao/
13159,France,William Sery,FC Basel,https://www.fifaindex.com/player/239034/william-sery/
13160,Switzerland,Dominik Schmid,LASK Linz,https://www.fifaindex.com/player/239016/dominik-schmid/
13161,Austria,Felix Luckeneder,Carl Zeiss Jena,https://www.fifaindex.com/player/238986/felix-luckeneder/
13162,Germany,Max Dombrowka,Free Agents,https://www.fifaindex.com/player/238961/max-dombrowka/
13163,Germany,Justin Gerlach,Al Fayha,https://www.fifaindex.com/player/238947/justin-gerlach/
13164,Canada,Mark-Anthony Kaye,Deport. Alav?s,https://www.fifaindex.com/player/238922/mark-anthony-kaye/
13165,Saudi Arabia,Sami Al Khaibari,FC Metz,https://www.fifaindex.com/player/238902/sami-al-khaibari/
13166,Bosnia Herzegovina,Ermedin Demirovi?,FC Sion,https://www.fifaindex.com/player/238900/ermedin-demirovi%C4%87/
13167,France,Th?odore Efouba Ayissi,Werder Bremen II,https://www.fifaindex.com/player/238832/th%C3%A9odore-efouba-ayissi/
13168,,Quentin Maceiras,,https://www.fifaindex.com/player/238820/quentin-maceiras/
13169,,Thore Jacobsen,,https://www.fifaindex.com/player/238793/thore-jacobsen/
13170,Senegal,Mohamed Aidara,Royal Mouscron,https://www.fifaindex.com/player/238785/mohamed-aidara/
13171,Germany,Dominic Volkmer,Werder Bremen II,https://www.fifaindex.com/player/238780/dominic-volkmer/
13172,Argentina,Fernando N??ez,Godoy Cruz,https://www.fifaindex.com/player/238771/fernando-n%C3%BA%C3%B1ez/
13173,Germany,Max Barnofsky,Hallescher FC,https://www.fifaindex.com/player/238695/max-barnofsky/
13174,Germany,Jeremias Lorch,SV Wehen,https://www.fifaindex.com/player/238684/jeremias-lorch/
13175,Germany,Ali Odabas,FSV Zwickau,https://www.fifaindex.com/player/238667/ali-odabas/
13176,Germany,Nazim Sangar?,Antalyaspor,https://www.fifaindex.com/player/238660/nazim-sangar%C3%A9/
13177,France,Malaly Demb?l?,AS Nancy,https://www.fifaindex.com/player/238627/malaly-demb%C3%A9l%C3%A9/
13178,Turkey,Hasan Bilal,Kasimpa?a,https://www.fifaindex.com/player/238611/hasan-bilal/
13179,Germany,David Buchholz,Sportfreunde Lotte,https://www.fifaindex.com/player/238588/david-buchholz/
13180,Turkey,Ahmet Ild©¥z,Kasimpa?a,https://www.fifaindex.com/player/238587/ahmet-ild%C4%B1z/
13181,Korea Republic,Lee Jin Hyun,Austria Wien,https://www.fifaindex.com/player/238578/lee-jin-hyun/
13182,Germany,Lennart Stoll,Preu©¬en M?nster,https://www.fifaindex.com/player/238560/lennart-stoll/
13183,Morocco,Amine Bassi,AS Nancy,https://www.fifaindex.com/player/238504/amine-bassi/
13184,Switzerland,Marvin Spielmann,FC Thun,https://www.fifaindex.com/player/238497/marvin-spielmann/
13185,Serbia,Erhan Ma?ovi?,Club Brugge,https://www.fifaindex.com/player/238473/erhan-ma%C5%A1ovi%C4%87/
13186,Slovenia,Jan Mlakar,Venezia,https://www.fifaindex.com/player/238464/jan-mlakar/
13187,Mali,Amadou Haidara,RB Salzburg,https://www.fifaindex.com/player/238463/amadou-haidara/
13188,Nigeria,Faith Friday Obilor,HJK Helsinki,https://www.fifaindex.com/player/238456/faith-friday-obilor/
13189,Bolivia,Jos? Sagredo,Free Agents,https://www.fifaindex.com/player/238375/jos%C3%A9-sagredo/
13190,Algeria,Mohamed Zakaria Boulahia,Atl?tico Madrid,https://www.fifaindex.com/player/238291/mohamed-zakaria-boulahia/
13191,Korea Republic,Kim Gyeong Joon,Daegu FC,https://www.fifaindex.com/player/238287/kim-gyeong-joon/
13192,Iceland,Kristinn Freyr Sigur©£sson,GIF Sundsvall,https://www.fifaindex.com/player/238240/kristinn-freyr-sigur%C3%B0sson/
13193,Norway,Hugo Vetlesen,Stab©¡k Fotball,https://www.fifaindex.com/player/238235/hugo-vetlesen/
13194,Spain,Olabe,Atl?tico Madrid,https://www.fifaindex.com/player/238225/olabe/
13195,Senegal,El-Hadji Gana Kane,Sandefjord,https://www.fifaindex.com/player/238208/el-hadji-gana-kane/
13196,Nigeria,Chigozie Udoji,Lillestr©ªm SK,https://www.fifaindex.com/player/238166/chigozie-udoji/
13197,Japan,Riku Matsuda,Cerezo Osaka,https://www.fifaindex.com/player/238137/riku-matsuda/
13198,England,Dujon Sterling,Chelsea,https://www.fifaindex.com/player/238071/dujon-sterling/
13199,Germany,Kevin Lankford,1. FC Heidenheim,https://www.fifaindex.com/player/238065/kevin-lankford/
13200,Nigeria,Chidera Ejuke,V?lerenga Fotball,https://www.fifaindex.com/player/238050/chidera-ejuke/
13201,Netherlands,Tyrell Malacia,Feyenoord,https://www.fifaindex.com/player/238041/tyrell-malacia/
13202,Argentina,Juan Bautista Cejas,Estudiantes,https://www.fifaindex.com/player/238036/juan-bautista-cejas/
13203,Mexico,Juan Delgadillo,Toluca,https://www.fifaindex.com/player/237996/juan-delgadillo/
13204,Spain,Erik Ruiz,Deport. Alav?s,https://www.fifaindex.com/player/237934/erik-ruiz/
13205,England,James Cook,Middlesbrough,https://www.fifaindex.com/player/237931/james-cook/
13206,Japan,Takahide Umebachi,Kashima Antlers,https://www.fifaindex.com/player/237822/takahide-umebachi/
13207,Spain,Quique Cebri?,SD Eibar,https://www.fifaindex.com/player/237806/quique-cebri%C3%A1/
13208,Japan,Kota Fujimoto,Cerezo Osaka,https://www.fifaindex.com/player/237781/kota-fujimoto/
13209,Japan,Koya Kitagawa,Shimizu,https://www.fifaindex.com/player/237769/koya-kitagawa/
13210,Japan,Takuma Arano,Hokkaido Consadole Sapporo,https://www.fifaindex.com/player/237747/takuma-arano/
13211,Netherlands,Maarten Peijnenburg,FC Utrecht,https://www.fifaindex.com/player/237730/maarten-peijnenburg/
13212,Netherlands,Nick Venema,FC Utrecht,https://www.fifaindex.com/player/237726/nick-venema/
13213,Venezuela,Edgardo Rito,Patriotas,https://www.fifaindex.com/player/237651/edgardo-rito/
13214,Croatia,Martin Maloca,Al Faisaly,https://www.fifaindex.com/player/237625/martin-maloca/
13215,Italy,Luca Vido,Atalanta,https://www.fifaindex.com/player/237544/luca-vido/
13216,Germany,Philipp F?rster,SV Sandhausen,https://www.fifaindex.com/player/237540/philipp-f%C3%B6rster/
13217,Brazil,Rafael Broetto,Mar?timo,https://www.fifaindex.com/player/237508/rafael-broetto/
13218,Morocco,Abdelhamid Sabiri,Huddersfield,https://www.fifaindex.com/player/237499/abdelhamid-sabiri/
13219,Nigeria,Aliko Bala,Zulte-Waregem,https://www.fifaindex.com/player/237493/aliko-bala/
13220,England,Marcus Tavernier,Middlesbrough,https://www.fifaindex.com/player/237477/marcus-tavernier/
13221,Brazil,Lucas,FC Luzern,https://www.fifaindex.com/player/237447/lucas/
13222,Spain,Erik Exp?sito,UD Las Palmas,https://www.fifaindex.com/player/237438/erik-exp%C3%B3sito/
13223,Japan,Akihiro Hyodo,Ventforet Kofu,https://www.fifaindex.com/player/237437/akihiro-hyodo/
13224,Iran,Amir Abedzadeh,Mar?timo,https://www.fifaindex.com/player/237419/amir-abedzadeh/
13225,Japan,Yusuke Segawa,Omiya Ardija,https://www.fifaindex.com/player/237409/yusuke-segawa/
13226,France,Bryan Passi,Le Havre AC,https://www.fifaindex.com/player/237368/bryan-passi/
13227,Slovenia,Slobodan Vuk,Troms©ª IL,https://www.fifaindex.com/player/237342/slobodan-vuk/
13228,Brazil,Carlinhos,FC Lugano,https://www.fifaindex.com/player/237340/carlinhos/
13229,Czech Republic,Roman Macek,Cremonese,https://www.fifaindex.com/player/237317/roman-macek/
13230,United States,Henry Wingo,Sounders FC,https://www.fifaindex.com/player/237307/henry-wingo/
13231,United States,Miles Robinson,Atlanta United FC,https://www.fifaindex.com/player/237255/miles-robinson/
13232,Argentina,Germ?n Berterame,San Lorenzo,https://www.fifaindex.com/player/237248/germ%C3%A1n-berterame/
13233,Colombia,Jorge Betancur,Envigado,https://www.fifaindex.com/player/237244/jorge-betancur/
13234,United States,Eric Klenofsky,D.C. United,https://www.fifaindex.com/player/237219/eric-klenofsky/
13235,Panama,Miguel Camargo,NYCFC,https://www.fifaindex.com/player/237192/miguel-camargo/
13236,Colombia,Freddy Fl?rez,Al. Petrolera,https://www.fifaindex.com/player/237177/freddy-fl%C3%B3rez/
13237,Spain,Aitor Lorea,CA Osasuna,https://www.fifaindex.com/player/237170/aitor-lorea/
13238,Brazil,Roni,Albirex Niigata,https://www.fifaindex.com/player/237164/roni/
13239,England,Ro-Shaun Williams,Manchester Utd,https://www.fifaindex.com/player/237160/ro-shaun-williams/
13240,Colombia,Jos? Ram?rez,Once Caldas,https://www.fifaindex.com/player/237137/jos%C3%A9-ram%C3%ADrez/
13241,Uruguay,Joaqu?n Aguirre,La Equidad,https://www.fifaindex.com/player/237134/joaqu%C3%ADn-aguirre/
13242,Korea Republic,Lee Sang Ki,Pohang Steelers,https://www.fifaindex.com/player/237102/lee-sang-ki/
13243,Korea Republic,Moon Jeong In,Ulsan Hyundai,https://www.fifaindex.com/player/237097/moon-jeong-in/
13244,Korea Republic,Kim Hyeon Wook,Jeju United,https://www.fifaindex.com/player/237091/kim-hyeon-wook/
13245,Russia,Nikita Glushkov,FC Ural,https://www.fifaindex.com/player/237007/nikita-glushkov/
13246,United States,Matt Van Oekel,Real Salt Lake,https://www.fifaindex.com/player/237002/matt-van-oekel/
13247,Germany,Atakan Akkaynak,Bayer 04,https://www.fifaindex.com/player/236996/atakan-akkaynak/
13248,Austria,Hannes Wolf,RB Salzburg,https://www.fifaindex.com/player/236935/hannes-wolf/
13249,Spain,Esteve,C?rdoba CF,https://www.fifaindex.com/player/236902/esteve/
13250,Turkey,Erdi Can ?ehit,Gen?lerbirli?i,https://www.fifaindex.com/player/236871/erdi-can-%C5%9Fehit/
13251,Colombia,Felipe ?vila,Tigres FC,https://www.fifaindex.com/player/236850/felipe-%C3%A1vila/
13252,Italy,Edoardo Soleri,La Spezia,https://www.fifaindex.com/player/236767/edoardo-soleri/
13253,Norway,Andreas Hopmark,Kristiansund BK,https://www.fifaindex.com/player/236751/andreas-hopmark/
13254,Venezuela,Luis Gonz?lez,FC Dallas,https://www.fifaindex.com/player/236747/luis-gonz%C3%A1lez/
13255,Spain,Mena,Sevilla Atl?t.,https://www.fifaindex.com/player/236727/mena/
13256,Germany,Kilian Jakob,FC Augsburg,https://www.fifaindex.com/player/236675/kilian-jakob/
13257,Argentina,Emiliano Purita,Sarand?,https://www.fifaindex.com/player/236669/emiliano-purita/
13258,Germany,Florian Baak,Hertha BSC,https://www.fifaindex.com/player/236661/florian-baak/
13259,Netherlands,Yanick van Osch,PSV,https://www.fifaindex.com/player/236649/yanick-van-osch/
13260,Senegal,Lemouya Goudiaby,FC Metz,https://www.fifaindex.com/player/236590/lemouya-goudiaby/
13261,Spain,Jes?s Gonz?lez,Real Zaragoza,https://www.fifaindex.com/player/236578/jes%C3%BAs-gonz%C3%A1lez/
13262,Mexico,Gerardo Arteaga,Santos Laguna,https://www.fifaindex.com/player/236537/gerardo-arteaga/
13263,Spain,Pedro D?az,Sporting Gij?n,https://www.fifaindex.com/player/236492/pedro-d%C3%ADaz/
13264,Sierra Leone,Mustapha Bundu,Aarhus GF,https://www.fifaindex.com/player/236474/mustapha-bundu/
13265,Croatia,Karlo Bartolec,FC Nordsj©¡lland,https://www.fifaindex.com/player/236273/karlo-bartolec/
13266,Turkey,Ataberk Dadakdeniz,Bursaspor,https://www.fifaindex.com/player/235932/ataberk-dadakdeniz/
13267,Italy,Valerio Mantovani,Salerno,https://www.fifaindex.com/player/235916/valerio-mantovani/
13268,Ghana,Ernest Agyiri,V?lerenga Fotball,https://www.fifaindex.com/player/235904/ernest-agyiri/
13269,Italy,Andrea Pinamonti,Inter,https://www.fifaindex.com/player/235842/andrea-pinamonti/
13270,France,Abdoulaye Sissako,AJ Auxerre,https://www.fifaindex.com/player/235799/abdoulaye-sissako/
13271,Italy,Alberto Paleari,Cittadella,https://www.fifaindex.com/player/235740/alberto-paleari/
13272,France,Ousmane Fane,Oldham Athletic,https://www.fifaindex.com/player/235627/ousmane-fane/
13273,United States,Mikey Ambrose,Atlanta United FC,https://www.fifaindex.com/player/235626/mikey-ambrose/
13274,France,Ihsan Sacko,RC Strasbourg,https://www.fifaindex.com/player/235554/ihsan-sacko/
13275,South Africa,Ryan Moon,Kaizer Chiefs,https://www.fifaindex.com/player/235439/ryan-moon/
13276,Mexico,Edson Torres,Guadalajara,https://www.fifaindex.com/player/235368/edson-torres/
13277,Spain,Juan Moreno,Atl?tico Madrid,https://www.fifaindex.com/player/235365/juan-moreno/
13278,Ghana,Patrick Asmah,Salerno,https://www.fifaindex.com/player/235293/patrick-asmah/
13279,Spain,Alberto L?pez,M?laga CF,https://www.fifaindex.com/player/235255/alberto-l%C3%B3pez/
13280,Colombia,Bismar C?rdoba,Deportes Tolima,https://www.fifaindex.com/player/235234/bismar-c%C3%B3rdoba/
13281,Italy,Giovanni Crociata,Crotone,https://www.fifaindex.com/player/235215/giovanni-crociata/
13282,Germany,S?ren Reddemann,SV Wehen,https://www.fifaindex.com/player/235207/s%C3%B6ren-reddemann/
13283,Germany,Vitaly Janelt,VfL Bochum,https://www.fifaindex.com/player/235167/vitaly-janelt/
13284,Mexico,Bryan Lozano,U.N.A.M.,https://www.fifaindex.com/player/235121/bryan-lozano/
13285,Portugal,Jo?o Pinho,Pa?os Ferreira,https://www.fifaindex.com/player/235010/jo%C3%A3o-pinho/
13286,Albania,Qazim La?i,AC Ajaccio,https://www.fifaindex.com/player/234983/qazim-la%C3%A7i/
13287,Colombia,Juan Giraldo,?guilas Doradas,https://www.fifaindex.com/player/234967/juan-giraldo/
13288,Germany,Max Besuschkow,Eint. Frankfurt,https://www.fifaindex.com/player/234945/max-besuschkow/
13289,Germany,Nico Rieble,VfL Bochum,https://www.fifaindex.com/player/234831/nico-rieble/
13290,Spain,Toni Mart?nez,West Ham,https://www.fifaindex.com/player/234826/toni-mart%C3%ADnez/
13291,Argentina,Sebasti?n Anchoverri,Bah?a Blanca,https://www.fifaindex.com/player/234775/sebasti%C3%A1n-anchoverri/
13292,France,Jordan Pierre-Charles,Valenciennes FC,https://www.fifaindex.com/player/234750/jordan-pierre-charles/
13293,Poland,Micha©© Marcjanik,Arka Gdynia,https://www.fifaindex.com/player/234704/micha%C5%82-marcjanik/
13294,Denmark,Rasmus Thellufsen,Aalborg BK,https://www.fifaindex.com/player/234677/rasmus-thellufsen/
13295,Armenia,Gor Agbaljan,Heracles Almelo,https://www.fifaindex.com/player/234666/gor-agbaljan/
13296,Portugal,Emanuel Novo,Chaves,https://www.fifaindex.com/player/234620/emanuel-novo/
13297,Russia,Alexey Druzin,SKA Khabarovsk,https://www.fifaindex.com/player/234542/alexey-druzin/
13298,France,S?bastien Ch?r?,Bourg-P?ronnas,https://www.fifaindex.com/player/234535/s%C3%A9bastien-ch%C3%A9r%C3%A9/
13299,Denmark,Sammy Skytte,Silkeborg IF,https://www.fifaindex.com/player/234521/sammy-skytte/
13300,Denmark,Frederik Gytkj©¡r,FK Haugesund,https://www.fifaindex.com/player/234489/frederik-gytkj%C3%A6r/
13301,Germany,Dominik Nothnagel,SV Wehen,https://www.fifaindex.com/player/234416/dominik-nothnagel/
13302,Croatia,Franko Uzelac,W?rzburger Kickers,https://www.fifaindex.com/player/234414/franko-uzelac/
13303,Canada,David Choini?re,Montreal Impact,https://www.fifaindex.com/player/234377/david-choini%C3%A8re/
13304,Spain,Sergi ?lamo,Girona CF,https://www.fifaindex.com/player/234225/sergi-%C3%A1lamo/
13305,Russia,Nikita Andreev,Zenit,https://www.fifaindex.com/player/234067/nikita-andreev/
13306,Germany,Fynn Arkenberg,Hannover 96,https://www.fifaindex.com/player/233969/fynn-arkenberg/
13307,Spain,Jos?n,Real Oviedo,https://www.fifaindex.com/player/233962/jos%C3%ADn/
13308,Saudi Arabia,Sami Al Najai,Al Nassr,https://www.fifaindex.com/player/233961/sami-al-najai/
13309,Argentina,Tom?s Sandoval,Santa Fe,https://www.fifaindex.com/player/233892/tom%C3%A1s-sandoval/
13310,Colombia,Carlos Cuesta,Atl. Nacional,https://www.fifaindex.com/player/233841/carlos-cuesta/
13311,Colombia,Juan Pablo Ram?rez,Deportivo Pasto,https://www.fifaindex.com/player/233736/juan-pablo-ram%C3%ADrez/
13312,France,Mamadou Doucour?,Bor. M'gladbach,https://www.fifaindex.com/player/233728/mamadou-doucour%C3%A9/
13313,Netherlands,Thomas Oude Kotte,Vitesse,https://www.fifaindex.com/player/233711/thomas-oude-kotte/
13314,Italy,Luca Germoni,Parma,https://www.fifaindex.com/player/233708/luca-germoni/
13315,England,George Hirst,Sheffield Wed,https://www.fifaindex.com/player/233602/george-hirst/
13316,Bolivia,Fernando Saucedo,Free Agents,https://www.fifaindex.com/player/233569/fernando-saucedo/
13317,Australia,Riley McGree,Club Brugge,https://www.fifaindex.com/player/233487/riley-mcgree/
13318,Scotland,Allan Campbell,Motherwell,https://www.fifaindex.com/player/233484/allan-campbell/
13319,Germany,Agyemang Diawusie,SV Wehen,https://www.fifaindex.com/player/233397/agyemang-diawusie/
